ID;ROW_NUMBER;SALES_ORGANIZATION;SIM_ROUND;SIM_STEP;SIM_DATE;SIM_CALENDAR_DATE;SIM_PERIOD;SIM_ELAPSED_STEPS;MATERIAL_NUMBER;MATERIAL_DESCRIPTION;DISTRIBUTION_CHANNEL;DC_NAME;PRICE;CURRENCY
.1~1;1;A9;01;01;01/01;01/01/2021 00:00;1;1;AA-T01;Milk;16;Retailers;27,78;EUR
.1~2;2;A9;01;01;01/01;01/01/2021 00:00;1;1;AA-T02;Cream;16;Retailers;87,76;EUR
.1~3;3;A9;01;01;01/01;01/01/2021 00:00;1;1;AA-T03;Yoghurt;16;Retailers;31,27;EUR
.1~4;4;A9;01;01;01/01;01/01/2021 00:00;1;1;AA-T04;Cheese;16;Retailers;100,05;EUR
.1~5;5;A9;01;01;01/01;01/01/2021 00:00;1;1;AA-T05;Butter;16;Retailers;72,46;EUR
.1~6;6;A9;01;01;01/01;01/01/2021 00:00;1;1;AA-T06;Ice Cream;16;Retailers;52,22;EUR
.1~7;7;A9;01;02;01/02;02/01/2021 00:00;1;2;AA-T01;Milk;16;Retailers;27,78;EUR
.1~8;8;A9;01;02;01/02;02/01/2021 00:00;1;2;AA-T02;Cream;16;Retailers;87,76;EUR
.1~9;9;A9;01;02;01/02;02/01/2021 00:00;1;2;AA-T03;Yoghurt;16;Retailers;31,27;EUR
.1~10;10;A9;01;02;01/02;02/01/2021 00:00;1;2;AA-T04;Cheese;16;Retailers;100,05;EUR
.1~11;11;A9;01;02;01/02;02/01/2021 00:00;1;2;AA-T05;Butter;16;Retailers;72,46;EUR
.1~12;12;A9;01;02;01/02;02/01/2021 00:00;1;2;AA-T06;Ice Cream;16;Retailers;52,22;EUR
.1~13;13;A9;01;03;01/03;03/01/2021 00:00;1;3;AA-T01;Milk;16;Retailers;27,78;EUR
.1~14;14;A9;01;03;01/03;03/01/2021 00:00;1;3;AA-T02;Cream;16;Retailers;87,76;EUR
.1~15;15;A9;01;03;01/03;03/01/2021 00:00;1;3;AA-T03;Yoghurt;16;Retailers;31,27;EUR
.1~16;16;A9;01;03;01/03;03/01/2021 00:00;1;3;AA-T04;Cheese;16;Retailers;100,05;EUR
.1~17;17;A9;01;03;01/03;03/01/2021 00:00;1;3;AA-T05;Butter;16;Retailers;72,46;EUR
.1~18;18;A9;01;03;01/03;03/01/2021 00:00;1;3;AA-T06;Ice Cream;16;Retailers;52,22;EUR
.1~19;19;A9;01;04;01/04;04/01/2021 00:00;1;4;AA-T01;Milk;16;Retailers;27,78;EUR
.1~20;20;A9;01;04;01/04;04/01/2021 00:00;1;4;AA-T02;Cream;16;Retailers;87,76;EUR
.1~21;21;A9;01;04;01/04;04/01/2021 00:00;1;4;AA-T03;Yoghurt;16;Retailers;31,27;EUR
.1~22;22;A9;01;04;01/04;04/01/2021 00:00;1;4;AA-T04;Cheese;16;Retailers;100,05;EUR
.1~23;23;A9;01;04;01/04;04/01/2021 00:00;1;4;AA-T05;Butter;16;Retailers;72,46;EUR
.1~24;24;A9;01;04;01/04;04/01/2021 00:00;1;4;AA-T06;Ice Cream;16;Retailers;52,22;EUR
.1~25;25;A9;01;05;01/05;05/01/2021 00:00;1;5;AA-T01;Milk;16;Retailers;30,56;EUR
.1~26;26;A9;01;05;01/05;05/01/2021 00:00;1;5;AA-T02;Cream;16;Retailers;96,54;EUR
.1~27;27;A9;01;05;01/05;05/01/2021 00:00;1;5;AA-T03;Yoghurt;16;Retailers;34,4;EUR
.1~28;28;A9;01;05;01/05;05/01/2021 00:00;1;5;AA-T04;Cheese;16;Retailers;110,06;EUR
.1~29;29;A9;01;05;01/05;05/01/2021 00:00;1;5;AA-T05;Butter;16;Retailers;79,71;EUR
.1~30;30;A9;01;05;01/05;05/01/2021 00:00;1;5;AA-T06;Ice Cream;16;Retailers;57,44;EUR
.1~67;67;B9;01;01;01/01;01/01/2021 00:00;1;1;BB-T01;Milk;16;Retailers;27,02;EUR
.1~68;68;B9;01;01;01/01;01/01/2021 00:00;1;1;BB-T02;Cream;16;Retailers;85,36;EUR
.1~69;69;B9;01;01;01/01;01/01/2021 00:00;1;1;BB-T03;Yoghurt;16;Retailers;30,42;EUR
.1~70;70;B9;01;01;01/01;01/01/2021 00:00;1;1;BB-T04;Cheese;16;Retailers;97,32;EUR
.1~71;71;B9;01;01;01/01;01/01/2021 00:00;1;1;BB-T05;Butter;16;Retailers;70,48;EUR
.1~72;72;B9;01;01;01/01;01/01/2021 00:00;1;1;BB-T06;Ice Cream;16;Retailers;50,79;EUR
.1~73;73;B9;01;02;01/02;02/01/2021 00:00;1;2;BB-T01;Milk;16;Retailers;27,02;EUR
.1~74;74;B9;01;02;01/02;02/01/2021 00:00;1;2;BB-T02;Cream;16;Retailers;85,36;EUR
.1~75;75;B9;01;02;01/02;02/01/2021 00:00;1;2;BB-T03;Yoghurt;16;Retailers;30,42;EUR
.1~76;76;B9;01;02;01/02;02/01/2021 00:00;1;2;BB-T04;Cheese;16;Retailers;97,32;EUR
.1~77;77;B9;01;02;01/02;02/01/2021 00:00;1;2;BB-T05;Butter;16;Retailers;70,48;EUR
.1~78;78;B9;01;02;01/02;02/01/2021 00:00;1;2;BB-T06;Ice Cream;16;Retailers;50,79;EUR
.1~79;79;B9;01;03;01/03;03/01/2021 00:00;1;3;BB-T01;Milk;16;Retailers;27,02;EUR
.1~80;80;B9;01;03;01/03;03/01/2021 00:00;1;3;BB-T02;Cream;16;Retailers;85,36;EUR
.1~81;81;B9;01;03;01/03;03/01/2021 00:00;1;3;BB-T03;Yoghurt;16;Retailers;30,42;EUR
.1~82;82;B9;01;03;01/03;03/01/2021 00:00;1;3;BB-T04;Cheese;16;Retailers;97,32;EUR
.1~83;83;B9;01;03;01/03;03/01/2021 00:00;1;3;BB-T05;Butter;16;Retailers;70,48;EUR
.1~84;84;B9;01;03;01/03;03/01/2021 00:00;1;3;BB-T06;Ice Cream;16;Retailers;50,79;EUR
.1~85;85;B9;01;04;01/04;04/01/2021 00:00;1;4;BB-T01;Milk;16;Retailers;27,02;EUR
.1~86;86;B9;01;04;01/04;04/01/2021 00:00;1;4;BB-T02;Cream;16;Retailers;85,36;EUR
.1~87;87;B9;01;04;01/04;04/01/2021 00:00;1;4;BB-T03;Yoghurt;16;Retailers;30,42;EUR
.1~88;88;B9;01;04;01/04;04/01/2021 00:00;1;4;BB-T04;Cheese;16;Retailers;97,32;EUR
.1~89;89;B9;01;04;01/04;04/01/2021 00:00;1;4;BB-T05;Butter;16;Retailers;70,48;EUR
.1~90;90;B9;01;04;01/04;04/01/2021 00:00;1;4;BB-T06;Ice Cream;16;Retailers;50,79;EUR
.1~91;91;B9;01;05;01/05;05/01/2021 00:00;1;5;BB-T01;Milk;16;Retailers;27,02;EUR
.1~92;92;B9;01;05;01/05;05/01/2021 00:00;1;5;BB-T02;Cream;16;Retailers;85,36;EUR
.1~93;93;B9;01;05;01/05;05/01/2021 00:00;1;5;BB-T03;Yoghurt;16;Retailers;30,42;EUR
.1~94;94;B9;01;05;01/05;05/01/2021 00:00;1;5;BB-T04;Cheese;16;Retailers;97,32;EUR
.1~95;95;B9;01;05;01/05;05/01/2021 00:00;1;5;BB-T05;Butter;16;Retailers;70,48;EUR
.1~96;96;B9;01;05;01/05;05/01/2021 00:00;1;5;BB-T06;Ice Cream;16;Retailers;50,79;EUR
.1~133;133;C9;01;01;01/01;01/01/2021 00:00;1;1;CC-T01;Milk;16;Retailers;30,3;EUR
.1~134;134;C9;01;01;01/01;01/01/2021 00:00;1;1;CC-T02;Cream;16;Retailers;95,74;EUR
.1~135;135;C9;01;01;01/01;01/01/2021 00:00;1;1;CC-T03;Yoghurt;16;Retailers;34,12;EUR
.1~136;136;C9;01;01;01/01;01/01/2021 00:00;1;1;CC-T04;Cheese;16;Retailers;109,14;EUR
.1~137;137;C9;01;01;01/01;01/01/2021 00:00;1;1;CC-T05;Butter;16;Retailers;79,04;EUR
.1~138;138;C9;01;01;01/01;01/01/2021 00:00;1;1;CC-T06;Ice Cream;16;Retailers;56,96;EUR
.1~139;139;C9;01;02;01/02;02/01/2021 00:00;1;2;CC-T01;Milk;16;Retailers;30,3;EUR
.1~140;140;C9;01;02;01/02;02/01/2021 00:00;1;2;CC-T02;Cream;16;Retailers;95,74;EUR
.1~141;141;C9;01;02;01/02;02/01/2021 00:00;1;2;CC-T03;Yoghurt;16;Retailers;34,12;EUR
.1~142;142;C9;01;02;01/02;02/01/2021 00:00;1;2;CC-T04;Cheese;16;Retailers;109,14;EUR
.1~143;143;C9;01;02;01/02;02/01/2021 00:00;1;2;CC-T05;Butter;16;Retailers;79,04;EUR
.1~144;144;C9;01;02;01/02;02/01/2021 00:00;1;2;CC-T06;Ice Cream;16;Retailers;56,96;EUR
.1~145;145;C9;01;03;01/03;03/01/2021 00:00;1;3;CC-T01;Milk;16;Retailers;30,3;EUR
.1~146;146;C9;01;03;01/03;03/01/2021 00:00;1;3;CC-T02;Cream;16;Retailers;95,74;EUR
.1~147;147;C9;01;03;01/03;03/01/2021 00:00;1;3;CC-T03;Yoghurt;16;Retailers;34,12;EUR
.1~148;148;C9;01;03;01/03;03/01/2021 00:00;1;3;CC-T04;Cheese;16;Retailers;109,14;EUR
.1~149;149;C9;01;03;01/03;03/01/2021 00:00;1;3;CC-T05;Butter;16;Retailers;79,04;EUR
.1~150;150;C9;01;03;01/03;03/01/2021 00:00;1;3;CC-T06;Ice Cream;16;Retailers;56,96;EUR
.1~151;151;C9;01;04;01/04;04/01/2021 00:00;1;4;CC-T01;Milk;16;Retailers;30,3;EUR
.1~152;152;C9;01;04;01/04;04/01/2021 00:00;1;4;CC-T02;Cream;16;Retailers;95,74;EUR
.1~153;153;C9;01;04;01/04;04/01/2021 00:00;1;4;CC-T03;Yoghurt;16;Retailers;34,12;EUR
.1~154;154;C9;01;04;01/04;04/01/2021 00:00;1;4;CC-T04;Cheese;16;Retailers;109,14;EUR
.1~155;155;C9;01;04;01/04;04/01/2021 00:00;1;4;CC-T05;Butter;16;Retailers;79,04;EUR
.1~156;156;C9;01;04;01/04;04/01/2021 00:00;1;4;CC-T06;Ice Cream;16;Retailers;56,96;EUR
.1~157;157;C9;01;05;01/05;05/01/2021 00:00;1;5;CC-T01;Milk;16;Retailers;30,3;EUR
.1~158;158;C9;01;05;01/05;05/01/2021 00:00;1;5;CC-T02;Cream;16;Retailers;95,74;EUR
.1~159;159;C9;01;05;01/05;05/01/2021 00:00;1;5;CC-T03;Yoghurt;16;Retailers;34,12;EUR
.1~160;160;C9;01;05;01/05;05/01/2021 00:00;1;5;CC-T04;Cheese;16;Retailers;109,14;EUR
.1~161;161;C9;01;05;01/05;05/01/2021 00:00;1;5;CC-T05;Butter;16;Retailers;79,04;EUR
.1~162;162;C9;01;05;01/05;05/01/2021 00:00;1;5;CC-T06;Ice Cream;16;Retailers;56,96;EUR
.1~199;199;D9;01;01;01/01;01/01/2021 00:00;1;1;DD-T01;Milk;16;Retailers;29,04;EUR
.1~200;200;D9;01;01;01/01;01/01/2021 00:00;1;1;DD-T02;Cream;16;Retailers;91,75;EUR
.1~201;201;D9;01;01;01/01;01/01/2021 00:00;1;1;DD-T03;Yoghurt;16;Retailers;32,69;EUR
.1~202;202;D9;01;01;01/01;01/01/2021 00:00;1;1;DD-T04;Cheese;16;Retailers;104,59;EUR
.1~203;203;D9;01;01;01/01;01/01/2021 00:00;1;1;DD-T05;Butter;16;Retailers;75,75;EUR
.1~204;204;D9;01;01;01/01;01/01/2021 00:00;1;1;DD-T06;Ice Cream;16;Retailers;54,59;EUR
.1~205;205;D9;01;02;01/02;02/01/2021 00:00;1;2;DD-T01;Milk;16;Retailers;29,04;EUR
.1~206;206;D9;01;02;01/02;02/01/2021 00:00;1;2;DD-T02;Cream;16;Retailers;91,75;EUR
.1~207;207;D9;01;02;01/02;02/01/2021 00:00;1;2;DD-T03;Yoghurt;16;Retailers;32,69;EUR
.1~208;208;D9;01;02;01/02;02/01/2021 00:00;1;2;DD-T04;Cheese;16;Retailers;104,59;EUR
.1~209;209;D9;01;02;01/02;02/01/2021 00:00;1;2;DD-T05;Butter;16;Retailers;75,75;EUR
.1~210;210;D9;01;02;01/02;02/01/2021 00:00;1;2;DD-T06;Ice Cream;16;Retailers;54,59;EUR
.1~211;211;D9;01;03;01/03;03/01/2021 00:00;1;3;DD-T01;Milk;16;Retailers;29,04;EUR
.1~212;212;D9;01;03;01/03;03/01/2021 00:00;1;3;DD-T02;Cream;16;Retailers;91,75;EUR
.1~213;213;D9;01;03;01/03;03/01/2021 00:00;1;3;DD-T03;Yoghurt;16;Retailers;32,69;EUR
.1~214;214;D9;01;03;01/03;03/01/2021 00:00;1;3;DD-T04;Cheese;16;Retailers;104,59;EUR
.1~215;215;D9;01;03;01/03;03/01/2021 00:00;1;3;DD-T05;Butter;16;Retailers;75,75;EUR
.1~216;216;D9;01;03;01/03;03/01/2021 00:00;1;3;DD-T06;Ice Cream;16;Retailers;54,59;EUR
.1~217;217;D9;01;04;01/04;04/01/2021 00:00;1;4;DD-T01;Milk;16;Retailers;29,04;EUR
.1~218;218;D9;01;04;01/04;04/01/2021 00:00;1;4;DD-T02;Cream;16;Retailers;91,75;EUR
.1~219;219;D9;01;04;01/04;04/01/2021 00:00;1;4;DD-T03;Yoghurt;16;Retailers;32,69;EUR
.1~220;220;D9;01;04;01/04;04/01/2021 00:00;1;4;DD-T04;Cheese;16;Retailers;104,59;EUR
.1~221;221;D9;01;04;01/04;04/01/2021 00:00;1;4;DD-T05;Butter;16;Retailers;75,75;EUR
.1~222;222;D9;01;04;01/04;04/01/2021 00:00;1;4;DD-T06;Ice Cream;16;Retailers;54,59;EUR
.1~223;223;D9;01;05;01/05;05/01/2021 00:00;1;5;DD-T01;Milk;16;Retailers;29,04;EUR
.1~224;224;D9;01;05;01/05;05/01/2021 00:00;1;5;DD-T02;Cream;16;Retailers;91,75;EUR
.1~225;225;D9;01;05;01/05;05/01/2021 00:00;1;5;DD-T03;Yoghurt;16;Retailers;32,69;EUR
.1~226;226;D9;01;05;01/05;05/01/2021 00:00;1;5;DD-T04;Cheese;16;Retailers;104,59;EUR
.1~227;227;D9;01;05;01/05;05/01/2021 00:00;1;5;DD-T05;Butter;16;Retailers;75,75;EUR
.1~228;228;D9;01;05;01/05;05/01/2021 00:00;1;5;DD-T06;Ice Cream;16;Retailers;54,59;EUR
.1~265;265;E9;01;01;01/01;01/01/2021 00:00;1;1;EE-T01;Milk;16;Retailers;25,25;EUR
.1~266;266;E9;01;01;01/01;01/01/2021 00:00;1;1;EE-T02;Cream;16;Retailers;79,78;EUR
.1~267;267;E9;01;01;01/01;01/01/2021 00:00;1;1;EE-T03;Yoghurt;16;Retailers;28,43;EUR
.1~268;268;E9;01;01;01/01;01/01/2021 00:00;1;1;EE-T04;Cheese;16;Retailers;90,95;EUR
.1~269;269;E9;01;01;01/01;01/01/2021 00:00;1;1;EE-T05;Butter;16;Retailers;65,87;EUR
.1~270;270;E9;01;01;01/01;01/01/2021 00:00;1;1;EE-T06;Ice Cream;16;Retailers;47,47;EUR
.1~271;271;E9;01;02;01/02;02/01/2021 00:00;1;2;EE-T01;Milk;16;Retailers;31,56;EUR
.1~272;272;E9;01;02;01/02;02/01/2021 00:00;1;2;EE-T02;Cream;16;Retailers;99,73;EUR
.1~273;273;E9;01;02;01/02;02/01/2021 00:00;1;2;EE-T03;Yoghurt;16;Retailers;35,54;EUR
.1~274;274;E9;01;02;01/02;02/01/2021 00:00;1;2;EE-T04;Cheese;16;Retailers;113,69;EUR
.1~275;275;E9;01;02;01/02;02/01/2021 00:00;1;2;EE-T05;Butter;16;Retailers;82,34;EUR
.1~276;276;E9;01;02;01/02;02/01/2021 00:00;1;2;EE-T06;Ice Cream;16;Retailers;59,34;EUR
.1~277;277;E9;01;03;01/03;03/01/2021 00:00;1;3;EE-T01;Milk;16;Retailers;31,56;EUR
.1~278;278;E9;01;03;01/03;03/01/2021 00:00;1;3;EE-T02;Cream;16;Retailers;99,73;EUR
.1~279;279;E9;01;03;01/03;03/01/2021 00:00;1;3;EE-T03;Yoghurt;16;Retailers;35,54;EUR
.1~280;280;E9;01;03;01/03;03/01/2021 00:00;1;3;EE-T04;Cheese;16;Retailers;113,69;EUR
.1~281;281;E9;01;03;01/03;03/01/2021 00:00;1;3;EE-T05;Butter;16;Retailers;82,34;EUR
.1~282;282;E9;01;03;01/03;03/01/2021 00:00;1;3;EE-T06;Ice Cream;16;Retailers;59,34;EUR
.1~283;283;E9;01;04;01/04;04/01/2021 00:00;1;4;EE-T01;Milk;16;Retailers;31,56;EUR
.1~284;284;E9;01;04;01/04;04/01/2021 00:00;1;4;EE-T02;Cream;16;Retailers;99,73;EUR
.1~285;285;E9;01;04;01/04;04/01/2021 00:00;1;4;EE-T03;Yoghurt;16;Retailers;35,54;EUR
.1~286;286;E9;01;04;01/04;04/01/2021 00:00;1;4;EE-T04;Cheese;16;Retailers;113,69;EUR
.1~287;287;E9;01;04;01/04;04/01/2021 00:00;1;4;EE-T05;Butter;16;Retailers;82,34;EUR
.1~288;288;E9;01;04;01/04;04/01/2021 00:00;1;4;EE-T06;Ice Cream;16;Retailers;59,34;EUR
.1~289;289;E9;01;05;01/05;05/01/2021 00:00;1;5;EE-T01;Milk;16;Retailers;31,56;EUR
.1~290;290;E9;01;05;01/05;05/01/2021 00:00;1;5;EE-T02;Cream;16;Retailers;99,73;EUR
.1~291;291;E9;01;05;01/05;05/01/2021 00:00;1;5;EE-T03;Yoghurt;16;Retailers;35,54;EUR
.1~292;292;E9;01;05;01/05;05/01/2021 00:00;1;5;EE-T04;Cheese;16;Retailers;113,69;EUR
.1~293;293;E9;01;05;01/05;05/01/2021 00:00;1;5;EE-T05;Butter;16;Retailers;82,34;EUR
.1~294;294;E9;01;05;01/05;05/01/2021 00:00;1;5;EE-T06;Ice Cream;16;Retailers;59,34;EUR
.1~31;31;A9;01;06;01/06;06/01/2021 00:00;2;6;AA-T01;Milk;16;Retailers;30,56;EUR
.1~32;32;A9;01;06;01/06;06/01/2021 00:00;2;6;AA-T02;Cream;16;Retailers;96,54;EUR
.1~33;33;A9;01;06;01/06;06/01/2021 00:00;2;6;AA-T03;Yoghurt;16;Retailers;34,4;EUR
.1~34;34;A9;01;06;01/06;06/01/2021 00:00;2;6;AA-T04;Cheese;16;Retailers;110,06;EUR
.1~35;35;A9;01;06;01/06;06/01/2021 00:00;2;6;AA-T05;Butter;16;Retailers;79,71;EUR
.1~36;36;A9;01;06;01/06;06/01/2021 00:00;2;6;AA-T06;Ice Cream;16;Retailers;57,44;EUR
.1~37;37;A9;01;07;01/07;07/01/2021 00:00;2;7;AA-T01;Milk;16;Retailers;32,09;EUR
.1~38;38;A9;01;07;01/07;07/01/2021 00:00;2;7;AA-T02;Cream;16;Retailers;101,37;EUR
.1~39;39;A9;01;07;01/07;07/01/2021 00:00;2;7;AA-T03;Yoghurt;16;Retailers;36,12;EUR
.1~40;40;A9;01;07;01/07;07/01/2021 00:00;2;7;AA-T04;Cheese;16;Retailers;115,56;EUR
.1~41;41;A9;01;07;01/07;07/01/2021 00:00;2;7;AA-T05;Butter;16;Retailers;83,7;EUR
.1~42;42;A9;01;07;01/07;07/01/2021 00:00;2;7;AA-T06;Ice Cream;16;Retailers;60,31;EUR
.1~43;43;A9;01;08;01/08;08/01/2021 00:00;2;8;AA-T01;Milk;16;Retailers;30,49;EUR
.1~44;44;A9;01;08;01/08;08/01/2021 00:00;2;8;AA-T02;Cream;16;Retailers;96,3;EUR
