ID;ROW_NUMBER;SALES_ORGANIZATION;SIM_ROUND;SIM_STEP;SIM_DATE;SIM_CALENDAR_DATE;SIM_PERIOD;SIM_ELAPSED_STEPS;MATERIAL_NUMBER;MATERIAL_DESCRIPTION;DISTRIBUTION_CHANNEL;DC_NAME;PRICE;CURRENCY
.1~45;45;A9;01;08;01/08;08/01/2021 00:00;2;8;AA-T03;Yoghurt;16;Retailers;34,31;EUR
.1~46;46;A9;01;08;01/08;08/01/2021 00:00;2;8;AA-T04;Cheese;16;Retailers;109,78;EUR
.1~47;47;A9;01;08;01/08;08/01/2021 00:00;2;8;AA-T05;Butter;16;Retailers;79,51;EUR
.1~48;48;A9;01;08;01/08;08/01/2021 00:00;2;8;AA-T06;Ice Cream;16;Retailers;57,29;EUR
.1~49;49;A9;01;09;01/09;09/01/2021 00:00;2;9;AA-T01;Milk;16;Retailers;29,58;EUR
.1~50;50;A9;01;09;01/09;09/01/2021 00:00;2;9;AA-T02;Cream;16;Retailers;93,41;EUR
.1~51;51;A9;01;09;01/09;09/01/2021 00:00;2;9;AA-T03;Yoghurt;16;Retailers;33,28;EUR
.1~52;52;A9;01;09;01/09;09/01/2021 00:00;2;9;AA-T04;Cheese;16;Retailers;106,49;EUR
.1~53;53;A9;01;09;01/09;09/01/2021 00:00;2;9;AA-T05;Butter;16;Retailers;77,12;EUR
.1~54;54;A9;01;09;01/09;09/01/2021 00:00;2;9;AA-T06;Ice Cream;16;Retailers;55,57;EUR
.1~55;55;A9;01;10;01/10;10/01/2021 00:00;2;10;AA-T01;Milk;16;Retailers;29,58;EUR
.1~56;56;A9;01;10;01/10;10/01/2021 00:00;2;10;AA-T02;Cream;16;Retailers;93,41;EUR
.1~57;57;A9;01;10;01/10;10/01/2021 00:00;2;10;AA-T03;Yoghurt;16;Retailers;33,28;EUR
.1~58;58;A9;01;10;01/10;10/01/2021 00:00;2;10;AA-T04;Cheese;16;Retailers;106,49;EUR
.1~59;59;A9;01;10;01/10;10/01/2021 00:00;2;10;AA-T05;Butter;16;Retailers;77,12;EUR
.1~60;60;A9;01;10;01/10;10/01/2021 00:00;2;10;AA-T06;Ice Cream;16;Retailers;55,57;EUR
.1~97;97;B9;01;06;01/06;06/01/2021 00:00;2;6;BB-T01;Milk;16;Retailers;27,02;EUR
.1~98;98;B9;01;06;01/06;06/01/2021 00:00;2;6;BB-T02;Cream;16;Retailers;85,36;EUR
.1~99;99;B9;01;06;01/06;06/01/2021 00:00;2;6;BB-T03;Yoghurt;16;Retailers;30,42;EUR
.1~100;100;B9;01;06;01/06;06/01/2021 00:00;2;6;BB-T04;Cheese;16;Retailers;97,32;EUR
.1~101;101;B9;01;06;01/06;06/01/2021 00:00;2;6;BB-T05;Butter;16;Retailers;70,48;EUR
.1~102;102;B9;01;06;01/06;06/01/2021 00:00;2;6;BB-T06;Ice Cream;16;Retailers;50,79;EUR
.1~103;103;B9;01;07;01/07;07/01/2021 00:00;2;7;BB-T01;Milk;16;Retailers;27,02;EUR
.1~104;104;B9;01;07;01/07;07/01/2021 00:00;2;7;BB-T02;Cream;16;Retailers;85,36;EUR
.1~105;105;B9;01;07;01/07;07/01/2021 00:00;2;7;BB-T03;Yoghurt;16;Retailers;30,42;EUR
.1~106;106;B9;01;07;01/07;07/01/2021 00:00;2;7;BB-T04;Cheese;16;Retailers;97,32;EUR
.1~107;107;B9;01;07;01/07;07/01/2021 00:00;2;7;BB-T05;Butter;16;Retailers;70,48;EUR
.1~108;108;B9;01;07;01/07;07/01/2021 00:00;2;7;BB-T06;Ice Cream;16;Retailers;50,79;EUR
.1~109;109;B9;01;08;01/08;08/01/2021 00:00;2;8;BB-T01;Milk;16;Retailers;27,02;EUR
.1~110;110;B9;01;08;01/08;08/01/2021 00:00;2;8;BB-T02;Cream;16;Retailers;85,36;EUR
.1~111;111;B9;01;08;01/08;08/01/2021 00:00;2;8;BB-T03;Yoghurt;16;Retailers;30,42;EUR
.1~112;112;B9;01;08;01/08;08/01/2021 00:00;2;8;BB-T04;Cheese;16;Retailers;97,32;EUR
.1~113;113;B9;01;08;01/08;08/01/2021 00:00;2;8;BB-T05;Butter;16;Retailers;70,48;EUR
.1~114;114;B9;01;08;01/08;08/01/2021 00:00;2;8;BB-T06;Ice Cream;16;Retailers;50,79;EUR
.1~115;115;B9;01;09;01/09;09/01/2021 00:00;2;9;BB-T01;Milk;16;Retailers;27,02;EUR
.1~116;116;B9;01;09;01/09;09/01/2021 00:00;2;9;BB-T02;Cream;16;Retailers;85,36;EUR
.1~117;117;B9;01;09;01/09;09/01/2021 00:00;2;9;BB-T03;Yoghurt;16;Retailers;30,42;EUR
.1~118;118;B9;01;09;01/09;09/01/2021 00:00;2;9;BB-T04;Cheese;16;Retailers;97,32;EUR
.1~119;119;B9;01;09;01/09;09/01/2021 00:00;2;9;BB-T05;Butter;16;Retailers;70,48;EUR
.1~120;120;B9;01;09;01/09;09/01/2021 00:00;2;9;BB-T06;Ice Cream;16;Retailers;50,79;EUR
.1~121;121;B9;01;10;01/10;10/01/2021 00:00;2;10;BB-T01;Milk;16;Retailers;27,02;EUR
.1~122;122;B9;01;10;01/10;10/01/2021 00:00;2;10;BB-T02;Cream;16;Retailers;85,36;EUR
.1~123;123;B9;01;10;01/10;10/01/2021 00:00;2;10;BB-T03;Yoghurt;16;Retailers;30,42;EUR
.1~124;124;B9;01;10;01/10;10/01/2021 00:00;2;10;BB-T04;Cheese;16;Retailers;97,32;EUR
.1~125;125;B9;01;10;01/10;10/01/2021 00:00;2;10;BB-T05;Butter;16;Retailers;70,48;EUR
.1~126;126;B9;01;10;01/10;10/01/2021 00:00;2;10;BB-T06;Ice Cream;16;Retailers;50,79;EUR
.1~163;163;C9;01;06;01/06;06/01/2021 00:00;2;6;CC-T01;Milk;16;Retailers;30,3;EUR
.1~164;164;C9;01;06;01/06;06/01/2021 00:00;2;6;CC-T02;Cream;16;Retailers;86,17;EUR
.1~165;165;C9;01;06;01/06;06/01/2021 00:00;2;6;CC-T03;Yoghurt;16;Retailers;34,12;EUR
.1~166;166;C9;01;06;01/06;06/01/2021 00:00;2;6;CC-T04;Cheese;16;Retailers;109,14;EUR
.1~167;167;C9;01;06;01/06;06/01/2021 00:00;2;6;CC-T05;Butter;16;Retailers;71,14;EUR
.1~168;168;C9;01;06;01/06;06/01/2021 00:00;2;6;CC-T06;Ice Cream;16;Retailers;56,96;EUR
.1~169;169;C9;01;07;01/07;07/01/2021 00:00;2;7;CC-T01;Milk;16;Retailers;30,3;EUR
.1~170;170;C9;01;07;01/07;07/01/2021 00:00;2;7;CC-T02;Cream;16;Retailers;86,17;EUR
.1~171;171;C9;01;07;01/07;07/01/2021 00:00;2;7;CC-T03;Yoghurt;16;Retailers;34,12;EUR
.1~172;172;C9;01;07;01/07;07/01/2021 00:00;2;7;CC-T04;Cheese;16;Retailers;109,14;EUR
.1~173;173;C9;01;07;01/07;07/01/2021 00:00;2;7;CC-T05;Butter;16;Retailers;71,14;EUR
.1~174;174;C9;01;07;01/07;07/01/2021 00:00;2;7;CC-T06;Ice Cream;16;Retailers;56,96;EUR
.1~175;175;C9;01;08;01/08;08/01/2021 00:00;2;8;CC-T01;Milk;16;Retailers;30,3;EUR
.1~176;176;C9;01;08;01/08;08/01/2021 00:00;2;8;CC-T02;Cream;16;Retailers;73,24;EUR
.1~177;177;C9;01;08;01/08;08/01/2021 00:00;2;8;CC-T03;Yoghurt;16;Retailers;29;EUR
.1~178;178;C9;01;08;01/08;08/01/2021 00:00;2;8;CC-T04;Cheese;16;Retailers;92,77;EUR
.1~179;179;C9;01;08;01/08;08/01/2021 00:00;2;8;CC-T05;Butter;16;Retailers;60,47;EUR
.1~180;180;C9;01;08;01/08;08/01/2021 00:00;2;8;CC-T06;Ice Cream;16;Retailers;56,96;EUR
.1~181;181;C9;01;09;01/09;09/01/2021 00:00;2;9;CC-T01;Milk;16;Retailers;30,3;EUR
.1~182;182;C9;01;09;01/09;09/01/2021 00:00;2;9;CC-T02;Cream;16;Retailers;73,24;EUR
.1~183;183;C9;01;09;01/09;09/01/2021 00:00;2;9;CC-T03;Yoghurt;16;Retailers;29;EUR
.1~184;184;C9;01;09;01/09;09/01/2021 00:00;2;9;CC-T04;Cheese;16;Retailers;92,77;EUR
.1~185;185;C9;01;09;01/09;09/01/2021 00:00;2;9;CC-T05;Butter;16;Retailers;60,47;EUR
.1~186;186;C9;01;09;01/09;09/01/2021 00:00;2;9;CC-T06;Ice Cream;16;Retailers;56,96;EUR
.1~187;187;C9;01;10;01/10;10/01/2021 00:00;2;10;CC-T01;Milk;16;Retailers;30,3;EUR
.1~188;188;C9;01;10;01/10;10/01/2021 00:00;2;10;CC-T02;Cream;16;Retailers;73,24;EUR
.1~189;189;C9;01;10;01/10;10/01/2021 00:00;2;10;CC-T03;Yoghurt;16;Retailers;29;EUR
.1~190;190;C9;01;10;01/10;10/01/2021 00:00;2;10;CC-T04;Cheese;16;Retailers;92,77;EUR
.1~191;191;C9;01;10;01/10;10/01/2021 00:00;2;10;CC-T05;Butter;16;Retailers;60,47;EUR
.1~192;192;C9;01;10;01/10;10/01/2021 00:00;2;10;CC-T06;Ice Cream;16;Retailers;56,96;EUR
.1~229;229;D9;01;06;01/06;06/01/2021 00:00;2;6;DD-T01;Milk;16;Retailers;29,04;EUR
.1~230;230;D9;01;06;01/06;06/01/2021 00:00;2;6;DD-T02;Cream;16;Retailers;91,75;EUR
.1~231;231;D9;01;06;01/06;06/01/2021 00:00;2;6;DD-T03;Yoghurt;16;Retailers;32,69;EUR
.1~232;232;D9;01;06;01/06;06/01/2021 00:00;2;6;DD-T04;Cheese;16;Retailers;104,59;EUR
.1~233;233;D9;01;06;01/06;06/01/2021 00:00;2;6;DD-T05;Butter;16;Retailers;75,75;EUR
.1~234;234;D9;01;06;01/06;06/01/2021 00:00;2;6;DD-T06;Ice Cream;16;Retailers;54,59;EUR
.1~235;235;D9;01;07;01/07;07/01/2021 00:00;2;7;DD-T01;Milk;16;Retailers;29,04;EUR
.1~236;236;D9;01;07;01/07;07/01/2021 00:00;2;7;DD-T02;Cream;16;Retailers;82,57;EUR
.1~237;237;D9;01;07;01/07;07/01/2021 00:00;2;7;DD-T03;Yoghurt;16;Retailers;29,42;EUR
.1~238;238;D9;01;07;01/07;07/01/2021 00:00;2;7;DD-T04;Cheese;16;Retailers;104,59;EUR
.1~239;239;D9;01;07;01/07;07/01/2021 00:00;2;7;DD-T05;Butter;16;Retailers;75,75;EUR
.1~240;240;D9;01;07;01/07;07/01/2021 00:00;2;7;DD-T06;Ice Cream;16;Retailers;54,59;EUR
.1~241;241;D9;01;08;01/08;08/01/2021 00:00;2;8;DD-T01;Milk;16;Retailers;29,04;EUR
.1~242;242;D9;01;08;01/08;08/01/2021 00:00;2;8;DD-T02;Cream;16;Retailers;82,57;EUR
.1~243;243;D9;01;08;01/08;08/01/2021 00:00;2;8;DD-T03;Yoghurt;16;Retailers;29,42;EUR
.1~244;244;D9;01;08;01/08;08/01/2021 00:00;2;8;DD-T04;Cheese;16;Retailers;104,59;EUR
.1~245;245;D9;01;08;01/08;08/01/2021 00:00;2;8;DD-T05;Butter;16;Retailers;75,75;EUR
.1~246;246;D9;01;08;01/08;08/01/2021 00:00;2;8;DD-T06;Ice Cream;16;Retailers;54,59;EUR
.1~247;247;D9;01;09;01/09;09/01/2021 00:00;2;9;DD-T01;Milk;16;Retailers;30,49;EUR
.1~248;248;D9;01;09;01/09;09/01/2021 00:00;2;9;DD-T02;Cream;16;Retailers;82,57;EUR
.1~249;249;D9;01;09;01/09;09/01/2021 00:00;2;9;DD-T03;Yoghurt;16;Retailers;30,89;EUR
.1~250;250;D9;01;09;01/09;09/01/2021 00:00;2;9;DD-T04;Cheese;16;Retailers;104,59;EUR
.1~251;251;D9;01;09;01/09;09/01/2021 00:00;2;9;DD-T05;Butter;16;Retailers;75,75;EUR
.1~252;252;D9;01;09;01/09;09/01/2021 00:00;2;9;DD-T06;Ice Cream;16;Retailers;54,59;EUR
.1~253;253;D9;01;10;01/10;10/01/2021 00:00;2;10;DD-T01;Milk;16;Retailers;30,49;EUR
.1~254;254;D9;01;10;01/10;10/01/2021 00:00;2;10;DD-T02;Cream;16;Retailers;82,57;EUR
.1~255;255;D9;01;10;01/10;10/01/2021 00:00;2;10;DD-T03;Yoghurt;16;Retailers;30,89;EUR
.1~256;256;D9;01;10;01/10;10/01/2021 00:00;2;10;DD-T04;Cheese;16;Retailers;104,59;EUR
.1~257;257;D9;01;10;01/10;10/01/2021 00:00;2;10;DD-T05;Butter;16;Retailers;75,75;EUR
.1~258;258;D9;01;10;01/10;10/01/2021 00:00;2;10;DD-T06;Ice Cream;16;Retailers;54,59;EUR
.1~295;295;E9;01;06;01/06;06/01/2021 00:00;2;6;EE-T01;Milk;16;Retailers;31,56;EUR
.1~296;296;E9;01;06;01/06;06/01/2021 00:00;2;6;EE-T02;Cream;16;Retailers;99,73;EUR
.1~297;297;E9;01;06;01/06;06/01/2021 00:00;2;6;EE-T03;Yoghurt;16;Retailers;35,54;EUR
.1~298;298;E9;01;06;01/06;06/01/2021 00:00;2;6;EE-T04;Cheese;16;Retailers;113,69;EUR
.1~299;299;E9;01;06;01/06;06/01/2021 00:00;2;6;EE-T05;Butter;16;Retailers;82,34;EUR
.1~300;300;E9;01;06;01/06;06/01/2021 00:00;2;6;EE-T06;Ice Cream;16;Retailers;59,34;EUR
.1~301;301;E9;01;07;01/07;07/01/2021 00:00;2;7;EE-T01;Milk;16;Retailers;31,56;EUR
.1~302;302;E9;01;07;01/07;07/01/2021 00:00;2;7;EE-T02;Cream;16;Retailers;99,73;EUR
.1~303;303;E9;01;07;01/07;07/01/2021 00:00;2;7;EE-T03;Yoghurt;16;Retailers;35,54;EUR
.1~304;304;E9;01;07;01/07;07/01/2021 00:00;2;7;EE-T04;Cheese;16;Retailers;113,69;EUR
.1~305;305;E9;01;07;01/07;07/01/2021 00:00;2;7;EE-T05;Butter;16;Retailers;82,34;EUR
.1~306;306;E9;01;07;01/07;07/01/2021 00:00;2;7;EE-T06;Ice Cream;16;Retailers;59,34;EUR
.1~307;307;E9;01;08;01/08;08/01/2021 00:00;2;8;EE-T01;Milk;16;Retailers;31,56;EUR
.1~308;308;E9;01;08;01/08;08/01/2021 00:00;2;8;EE-T02;Cream;16;Retailers;99,73;EUR
.1~309;309;E9;01;08;01/08;08/01/2021 00:00;2;8;EE-T03;Yoghurt;16;Retailers;35,54;EUR
.1~310;310;E9;01;08;01/08;08/01/2021 00:00;2;8;EE-T04;Cheese;16;Retailers;113,69;EUR
.1~311;311;E9;01;08;01/08;08/01/2021 00:00;2;8;EE-T05;Butter;16;Retailers;82,34;EUR
.1~312;312;E9;01;08;01/08;08/01/2021 00:00;2;8;EE-T06;Ice Cream;16;Retailers;59,34;EUR
.1~313;313;E9;01;09;01/09;09/01/2021 00:00;2;9;EE-T01;Milk;16;Retailers;31,56;EUR
.1~314;314;E9;01;09;01/09;09/01/2021 00:00;2;9;EE-T02;Cream;16;Retailers;99,73;EUR
.1~315;315;E9;01;09;01/09;09/01/2021 00:00;2;9;EE-T03;Yoghurt;16;Retailers;35,54;EUR
.1~316;316;E9;01;09;01/09;09/01/2021 00:00;2;9;EE-T04;Cheese;16;Retailers;113,69;EUR
.1~317;317;E9;01;09;01/09;09/01/2021 00:00;2;9;EE-T05;Butter;16;Retailers;82,34;EUR
.1~318;318;E9;01;09;01/09;09/01/2021 00:00;2;9;EE-T06;Ice Cream;16;Retailers;59,34;EUR
.1~319;319;E9;01;10;01/10;10/01/2021 00:00;2;10;EE-T01;Milk;16;Retailers;31,56;EUR
.1~320;320;E9;01;10;01/10;10/01/2021 00:00;2;10;EE-T02;Cream;16;Retailers;99,73;EUR
.1~321;321;E9;01;10;01/10;10/01/2021 00:00;2;10;EE-T03;Yoghurt;16;Retailers;35,54;EUR
.1~322;322;E9;01;10;01/10;10/01/2021 00:00;2;10;EE-T04;Cheese;16;Retailers;113,69;EUR
.1~323;323;E9;01;10;01/10;10/01/2021 00:00;2;10;EE-T05;Butter;16;Retailers;82,34;EUR
.1~324;324;E9;01;10;01/10;10/01/2021 00:00;2;10;EE-T06;Ice Cream;16;Retailers;59,34;EUR
.1~61;61;A9;02;01;02/01;11/01/2021 00:00;3;11;AA-T01;Milk;16;Retailers;29,58;EUR
.1~62;62;A9;02;01;02/01;11/01/2021 00:00;3;11;AA-T02;Cream;16;Retailers;93,41;EUR
.1~63;63;A9;02;01;02/01;11/01/2021 00:00;3;11;AA-T03;Yoghurt;16;Retailers;33,28;EUR
.1~64;64;A9;02;01;02/01;11/01/2021 00:00;3;11;AA-T04;Cheese;16;Retailers;106,49;EUR
.1~65;65;A9;02;01;02/01;11/01/2021 00:00;3;11;AA-T05;Butter;16;Retailers;77,12;EUR
.1~66;66;A9;02;01;02/01;11/01/2021 00:00;3;11;AA-T06;Ice Cream;16;Retailers;55,57;EUR
.1~127;127;B9;02;01;02/01;11/01/2021 00:00;3;11;BB-T01;Milk;16;Retailers;27,02;EUR
.1~128;128;B9;02;01;02/01;11/01/2021 00:00;3;11;BB-T02;Cream;16;Retailers;85,36;EUR
.1~129;129;B9;02;01;02/01;11/01/2021 00:00;3;11;BB-T03;Yoghurt;16;Retailers;30,42;EUR
.1~130;130;B9;02;01;02/01;11/01/2021 00:00;3;11;BB-T04;Cheese;16;Retailers;97,32;EUR
.1~131;131;B9;02;01;02/01;11/01/2021 00:00;3;11;BB-T05;Butter;16;Retailers;70,48;EUR
.1~132;132;B9;02;01;02/01;11/01/2021 00:00;3;11;BB-T06;Ice Cream;16;Retailers;50,79;EUR
.1~193;193;C9;02;01;02/01;11/01/2021 00:00;3;11;CC-T01;Milk;16;Retailers;30,3;EUR
.1~194;194;C9;02;01;02/01;11/01/2021 00:00;3;11;CC-T02;Cream;16;Retailers;73,24;EUR
.1~195;195;C9;02;01;02/01;11/01/2021 00:00;3;11;CC-T03;Yoghurt;16;Retailers;29;EUR
.1~196;196;C9;02;01;02/01;11/01/2021 00:00;3;11;CC-T04;Cheese;16;Retailers;83,49;EUR
.1~197;197;C9;02;01;02/01;11/01/2021 00:00;3;11;CC-T05;Butter;16;Retailers;60,47;EUR
.1~198;198;C9;02;01;02/01;11/01/2021 00:00;3;11;CC-T06;Ice Cream;16;Retailers;51,26;EUR
.1~259;259;D9;02;01;02/01;11/01/2021 00:00;3;11;DD-T01;Milk;16;Retailers;30,49;EUR
.1~260;260;D9;02;01;02/01;11/01/2021 00:00;3;11;DD-T02;Cream;16;Retailers;82,57;EUR
.1~261;261;D9;02;01;02/01;11/01/2021 00:00;3;11;DD-T03;Yoghurt;16;Retailers;30,89;EUR
.1~262;262;D9;02;01;02/01;11/01/2021 00:00;3;11;DD-T04;Cheese;16;Retailers;104,59;EUR
.1~263;263;D9;02;01;02/01;11/01/2021 00:00;3;11;DD-T05;Butter;16;Retailers;75,75;EUR
.1~264;264;D9;02;01;02/01;11/01/2021 00:00;3;11;DD-T06;Ice Cream;16;Retailers;54,59;EUR
.1~325;325;E9;02;01;02/01;11/01/2021 00:00;3;11;EE-T01;Milk;16;Retailers;31,56;EUR
.1~326;326;E9;02;01;02/01;11/01/2021 00:00;3;11;EE-T02;Cream;16;Retailers;99,73;EUR
.1~327;327;E9;02;01;02/01;11/01/2021 00:00;3;11;EE-T03;Yoghurt;16;Retailers;35,54;EUR
.1~328;328;E9;02;01;02/01;11/01/2021 00:00;3;11;EE-T04;Cheese;16;Retailers;113,69;EUR
.1~329;329;E9;02;01;02/01;11/01/2021 00:00;3;11;EE-T05;Butter;16;Retailers;82,34;EUR
.1~330;330;E9;02;01;02/01;11/01/2021 00:00;3;11;EE-T06;Ice Cream;16;Retailers;59,34;EUR
